county,countyfips,year,age,population,migrationrate,netmigration
Kiowa,61,1970,30_34,94,4.2,4
Kiowa,61,1970,35_39,105,-6.6,-7
Kiowa,61,1970,40_44,136,-19.8,-27
Kiowa,61,1970,45_49,101,-14.8,-15
Kiowa,61,1970,50_54,112,8.9,10
Kiowa,61,1970,55_59,123,69.9,86
Kiowa,61,1970,60_64,118,56.7,67
Kiowa,61,1970,65_69,103,13.5,14
Kiowa,61,1970,70_74,86,-45.3,-39
Kiowa,61,1980,00_04,115,-9,-10
Kiowa,61,1980,05_09,174,-9.9,-17
Kiowa,61,1980,10_14,157,-5.8,-9
Kiowa,61,1980,15_19,123,-15.3,-18
Kiowa,61,1980,20_24,115,-61.2,-70
Kiowa,61,1980,25_29,144,-20.5,-29
Kiowa,61,1980,30_34,111,9.8,10
Kiowa,61,1980,35_39,126,18.6,23
Kiowa,61,1980,40_44,97,5.3,5
Kiowa,61,1980,45_49,98,-22.2,-21
Kiowa,61,1980,50_54,105,-7.8,-8
Kiowa,61,1980,55_59,82,-15.9,-13
Kiowa,61,1980,60_64,117,-31,-36
Kiowa,61,1980,65_69,191,-50.5,-96
Kiowa,61,1980,70_74,152,-35.9,-54
Kiowa,61,1990,00_04,78,27.1,21
Kiowa,61,1990,05_09,78,46.6,36
Kiowa,61,1990,10_14,105,6.2,6
Kiowa,61,1990,15_19,156,-15.9,-24
Kiowa,61,1990,20_24,147,-47.1,-69
Kiowa,61,1990,25_29,105,-16.2,-17
Kiowa,61,1990,30_34,44,39.8,17
Kiowa,61,1990,35_39,112,12.3,13
Kiowa,61,1990,40_44,121,0,0
Kiowa,61,1990,45_49,146,-11.4,-16
Kiowa,61,1990,50_54,100,0.5,0
Kiowa,61,1990,55_59,74,11.7,8
Kiowa,61,1990,60_64,89,-4.9,-4
Kiowa,61,1990,65_69,61,-1.8,-1
Kiowa,61,1990,70_74,74,-19.5,-14
Kiowa,61,2000,00_04,88,-18.6,-16
Kiowa,61,2000,05_09,73,16,11
Kiowa,61,2000,10_14,97,-8.7,-8
Kiowa,61,2000,15_19,114,-15.6,-17
Kiowa,61,2000,20_24,111,-56.8,-63
Kiowa,61,2000,25_29,130,-46.3,-60
Kiowa,61,2000,30_34,77,-18.6,-14
Kiowa,61,2000,35_39,86,-15.9,-13
Kiowa,61,2000,40_44,62,-7.2,-4
Kiowa,61,2000,45_49,127,-14.8,-18
Kiowa,61,2000,50_54,113,7.1,8
Kiowa,61,2000,55_59,124,-3.1,-3
Kiowa,61,2000,60_64,92,-3.3,-3
Kiowa,61,2000,65_69,76,-6,-4
Kiowa,61,2000,70_74,73,10.1,7
Kiowa,61,2010,00_04,93,19.35,18
Kiowa,61,2010,05_09,77,27.27,21
Kiowa,61,2010,10_14,73.1,12.18,9
Kiowa,61,2010,15_19,85.87,-8,-7
Kiowa,61,2010,20_24,87.34,-24.43,-21
Kiowa,61,2010,25_29,96.08,-10.49,-10
Kiowa,61,2010,30_34,46.22,44.97,21
Kiowa,61,2010,35_39,69.73,20.46,14
Kiowa,61,2010,40_44,63.39,-2.2,-1
Kiowa,61,2010,45_49,70.83,-2.58,-2
Kiowa,61,2010,50_54,54.12,12.71,7
Kiowa,61,2010,55_59,104.86,14.44,15
Kiowa,61,2010,60_64,115.55,7.32,8
Kiowa,61,2010,65_69,99.35,-0.36,0
Kiowa,61,2010,70_74,71.68,15.79,11
Kit Carson,63,1970,00_04,701,-11.6,-82
Kit Carson,63,1970,05_09,642,-4.5,-29
Kit Carson,63,1970,10_14,666,-4.5,-30
Kit Carson,63,1970,15_19,830,-21.6,-180
Kit Carson,63,1970,20_24,883,-31.9,-282
Kit Carson,63,1970,25_29,675,-16.4,-111
Kit Carson,63,1970,30_34,412,28.1,116
Kit Carson,63,1970,35_39,446,-0.2,-1
Kit Carson,63,1970,40_44,450,-11.9,-54
Kit Carson,63,1970,45_49,370,1.3,5
Kit Carson,63,1970,50_54,414,-2.4,-10
Kit Carson,63,1970,55_59,440,-5.4,-24
Kit Carson,63,1970,60_64,387,-6.2,-24
Kit Carson,63,1970,65_69,349,-0.2,-1
Kit Carson,63,1970,70_74,301,-4.9,-15
Kit Carson,63,1980,00_04,575,0.2,1
Kit Carson,63,1980,05_09,670,-5.1,-34
Kit Carson,63,1980,10_14,620,-5.6,-35
Kit Carson,63,1980,15_19,628,-27.5,-173
Kit Carson,63,1980,20_24,667,-58,-387
Kit Carson,63,1980,25_29,659,-26.3,-173
Kit Carson,63,1980,30_34,597,4.2,25
Kit Carson,63,1980,35_39,558,-7.9,-44
Kit Carson,63,1980,40_44,522,-10.2,-53
Kit Carson,63,1980,45_49,437,-10.5,-46
Kit Carson,63,1980,50_54,381,-5.2,-20
Kit Carson,63,1980,55_59,354,-6.9,-24
Kit Carson,63,1980,60_64,363,-1.7,-6
Kit Carson,63,1980,65_69,354,-0.5,-1
Kit Carson,63,1980,70_74,286,-1.7,-4
Kit Carson,63,1990,00_04,408,24.6,100
Kit Carson,63,1990,05_09,488,22,107
Kit Carson,63,1990,10_14,579,10,58
Kit Carson,63,1990,15_19,630,-6.3,-39
Kit Carson,63,1990,20_24,577,-29.7,-171
Kit Carson,63,1990,25_29,455,2,9
Kit Carson,63,1990,30_34,278,76.2,212
Kit Carson,63,1990,35_39,478,46.3,222
Kit Carson,63,1990,40_44,611,10.1,62
Kit Carson,63,1990,45_49,508,4.5,23
Kit Carson,63,1990,50_54,461,-1,-4
Kit Carson,63,1990,55_59,374,14.7,55
Kit Carson,63,1990,60_64,347,4.2,14
Kit Carson,63,1990,65_69,290,1.2,3
Kit Carson,63,1990,70_74,299,-9.4,-28
Kit Carson,63,2000,00_04,478,19.7,94
Kit Carson,63,2000,05_09,451,4.1,18
Kit Carson,63,2000,10_14,510,-3.5,-18
Kit Carson,63,2000,15_19,591,-14.9,-88
Kit Carson,63,2000,20_24,634,-28.9,-183
Kit Carson,63,2000,25_29,590,4.9,29
Kit Carson,63,2000,30_34,409,37.1,152
Kit Carson,63,2000,35_39,466,16.3,76
Kit Carson,63,2000,40_44,488,10,49
Kit Carson,63,2000,45_49,680,-3.5,-24
Kit Carson,63,2000,50_54,657,-2,-13
Kit Carson,63,2000,55_59,512,2,10
Kit Carson,63,2000,60_64,415,0.7,3
Kit Carson,63,2000,65_69,386,-0.3,-1
Kit Carson,63,2000,70_74,288,7.8,22
Kit Carson,63,2010,00_04,454,-3.08,-14
Kit Carson,63,2010,05_09,490.84,6.15,30
Kit Carson,63,2010,10_14,577.07,0.16,1
Kit Carson,63,2010,15_19,472.68,-2.68,-13
Kit Carson,63,2010,20_24,489.34,-30.72,-150
Kit Carson,63,2010,25_29,495.28,-23.07,-114
Kit Carson,63,2010,30_34,440.1,-7.29,-32
Kit Carson,63,2010,35_39,612.52,-22.29,-137
Kit Carson,63,2010,40_44,553.97,-31.22,-173
Kit Carson,63,2010,45_49,534.68,-34.35,-184
Kit Carson,63,2010,50_54,525.79,-37.62,-198
Kit Carson,63,2010,55_59,635.28,-23.5,-149
Kit Carson,63,2010,60_64,606.34,-9.62,-58
Kit Carson,63,2010,65_69,471.38,-11.11,-52
Kit Carson,63,2010,70_74,359.07,-7.82,-28
Lake,65,1970,00_04,863,5.9,51
Lake,65,1970,05_09,856,-13.4,-115
Lake,65,1970,10_14,894,-20,-179
Lake,65,1970,15_19,1151,-21.8,-252
Lake,65,1970,20_24,957,30.6,293
Lake,65,1970,25_29,754,49,370
Lake,65,1970,30_34,617,23.3,144
Lake,65,1970,35_39,663,-26.2,-174
Lake,65,1970,40_44,660,-26.6,-176
Lake,65,1970,45_49,549,-27.8,-153
Lake,65,1970,50_54,496,-33.4,-166
Lake,65,1970,55_59,431,-36.8,-159
Lake,65,1970,60_64,300,-37.3,-112
Lake,65,1970,65_69,312,-44.5,-139
Lake,65,1970,70_74,165,-33.9,-56
Lake,65,1980,00_04,462,13.3,61
Lake,65,1980,05_09,884,-40.3,-357
Lake,65,1980,10_14,919,-53.8,-494
Lake,65,1980,15_19,746,-44.2,-330
Lake,65,1980,20_24,715,-41.8,-299
Lake,65,1980,25_29,894,-33.4,-299
Lake,65,1980,30_34,1246,-52.4,-653
Lake,65,1980,35_39,1115,-45.2,-505
Lake,65,1980,40_44,750,-41.7,-313
Lake,65,1980,45_49,479,-40.6,-194
Lake,65,1980,50_54,466,-32.3,-150
Lake,65,1980,55_59,372,-29.7,-110
Lake,65,1980,60_64,297,-32.2,-96
Lake,65,1980,65_69,230,-22,-50
Lake,65,1980,70_74,146,-22.4,-33
Lake,65,1990,00_04,579,10.2,59
Lake,65,1990,05_09,501,22.6,113
Lake,65,1990,10_14,531,1.8,10
Lake,65,1990,15_19,529,10.6,56
Lake,65,1990,20_24,418,77.6,324
Lake,65,1990,25_29,411,79.1,326
Lake,65,1990,30_34,420,57.5,242
Lake,65,1990,35_39,587,3.5,20
Lake,65,1990,40_44,579,7.2,41
Lake,65,1990,45_49,607,2.8,17
Lake,65,1990,50_54,435,-1.4,-6
Lake,65,1990,55_59,275,6,16
Lake,65,1990,60_64,304,-2,-6
Lake,65,1990,65_69,224,-15.2,-34
Lake,65,1990,70_74,175,-23.2,-40
Lake,65,2000,00_04,566,4.9,27
Lake,65,2000,05_09,611,-20.8,-127
Lake,65,2000,10_14,638,-22.6,-144
Lake,65,2000,15_19,609,-21.4,-130
Lake,65,2000,20_24,537,-1.7,-9
Lake,65,2000,25_29,575,-1.1,-6
Lake,65,2000,30_34,735,-23.6,-174
Lake,65,2000,35_39,726,-18.4,-133
Lake,65,2000,40_44,653,-26.9,-176
Lake,65,2000,45_49,597,-15.6,-93
Lake,65,2000,50_54,598,-14.5,-87
Lake,65,2000,55_59,585,-6,-35
Lake,65,2000,60_64,391,-2.3,-9
Lake,65,2000,65_69,250,-5.3,-13
Lake,65,2000,70_74,256,-31.8,-81
Lake,65,2010,00_04,417,0.96,4
Lake,65,2010,05_09,421,1.66,7
Lake,65,2010,10_14,592.54,-24.39,-145
Lake,65,2010,15_19,484.14,-14.28,-69
Lake,65,2010,20_24,490.48,6.22,31
Lake,65,2010,25_29,466.12,31.94,149
Lake,65,2010,30_34,516.71,24.25,125
Lake,65,2010,35_39,561.57,-3.66,-21
Lake,65,2010,40_44,547.64,-7.97,-44
Lake,65,2010,45_49,579.87,-18.08,-105
Lake,65,2010,50_54,457.68,-1.9,-9
Lake,65,2010,55_59,471.95,-1.26,-6
Lake,65,2010,60_64,479.17,-0.66,-3
Lake,65,2010,65_69,509.77,-13.69,-70
Lake,65,2010,70_74,342.18,-21.39,-73
La Plata,67,1970,00_04,2020,-1.4,-29
La Plata,67,1970,05_09,1610,12.2,198
La Plata,67,1970,10_14,1473,39.2,578
La Plata,67,1970,15_19,1869,66.5,1243
La Plata,67,1970,20_24,2223,51.7,1150
La Plata,67,1970,25_29,2399,20.9,503
La Plata,67,1970,30_34,1529,51.3,785
La Plata,67,1970,35_39,973,82.4,802
La Plata,67,1970,40_44,963,37.7,364
La Plata,67,1970,45_49,1019,25.1,256
La Plata,67,1970,50_54,1063,14.2,151
La Plata,67,1970,55_59,1027,16.3,168
La Plata,67,1970,60_64,964,4.6,45
La Plata,67,1970,65_69,853,-2.6,-23
La Plata,67,1970,70_74,649,-0.6,-4
La Plata,67,1980,00_04,2325,-0.1,-2
La Plata,67,1980,05_09,2557,2.2,58
La Plata,67,1980,10_14,1981,14.2,281
La Plata,67,1980,15_19,1830,49,896
La Plata,67,1980,20_24,2066,44.7,925
La Plata,67,1980,25_29,3107,-26.3,-818
La Plata,67,1980,30_34,3346,-15.4,-516
La Plata,67,1980,35_39,2863,11.4,327
La Plata,67,1980,40_44,2273,12.6,287
La Plata,67,1980,45_49,1722,2.4,42
La Plata,67,1980,50_54,1269,5.3,67
La Plata,67,1980,55_59,1192,0.1,1
La Plata,67,1980,60_64,1095,13.1,143
La Plata,67,1980,65_69,1020,8.1,82
La Plata,67,1980,70_74,795,7.3,58
La Plata,67,1990,00_04,2111,10.5,223
La Plata,67,1990,05_09,2140,30.2,648
La Plata,67,1990,10_14,2364,25.5,602
La Plata,67,1990,15_19,2644,43.3,1146
La Plata,67,1990,20_24,2248,87.4,1966
La Plata,67,1990,25_29,2779,5.1,142
La Plata,67,1990,30_34,3007,-10.3,-312
La Plata,67,1990,35_39,2254,47.2,1063
La Plata,67,1990,40_44,2765,41.5,1149
La Plata,67,1990,45_49,3169,29.5,935
La Plata,67,1990,50_54,2541,24.3,619
La Plata,67,1990,55_59,1738,30.9,537
La Plata,67,1990,60_64,1295,24.3,315
La Plata,67,1990,65_69,1085,18,195
La Plata,67,1990,70_74,1047,2.8,29
La Plata,67,2000,00_04,2864,5.1,146
La Plata,67,2000,05_09,2400,23.3,560
La Plata,67,2000,10_14,2313,21.3,493
La Plata,67,2000,15_19,2763,33.5,926
La Plata,67,2000,20_24,2930,44.2,1295
La Plata,67,2000,25_29,3788,-2.7,-105
La Plata,67,2000,30_34,4211,-21.8,-920
La Plata,67,2000,35_39,2869,15.3,439
La Plata,67,2000,40_44,2652,17.6,468
La Plata,67,2000,45_49,3237,14.3,463
La Plata,67,2000,50_54,3760,12.2,462
La Plata,67,2000,55_59,3914,5.8,230
La Plata,67,2000,60_64,2926,11.5,337
La Plata,67,2000,65_69,2039,6.3,129
La Plata,67,2000,70_74,1390,2.9,40
La Plata,67,2010,00_04,2478.97,-0.44,-11
La Plata,67,2010,05_09,2702.82,3.85,104
La Plata,67,2010,10_14,3030.06,3.99,121
La Plata,67,2010,15_19,2980.27,20.63,615
La Plata,67,2010,20_24,2796.69,14.31,400
La Plata,67,2010,25_29,3619.74,-5.02,-182
La Plata,67,2010,30_34,4114.37,-7.86,-323
La Plata,67,2010,35_39,3603.96,11.57,417
La Plata,67,2010,40_44,3242.65,9.48,307
La Plata,67,2010,45_49,3245.86,8.11,263
La Plata,67,2010,50_54,3050.63,8.99,274
La Plata,67,2010,55_59,3559.86,9.39,334
La Plata,67,2010,60_64,3988.68,10.41,415
La Plata,67,2010,65_69,3829.76,6.9,264
La Plata,67,2010,70_74,2918.29,2.56,75
Larimer,69,1970,00_04,9695,7.4,723
Larimer,69,1970,05_09,7786,33.3,2594
Larimer,69,1970,10_14,7270,47.6,3467
Larimer,69,1970,15_19,7989,85.1,6804
Larimer,69,1970,20_24,8100,168.5,13651
Larimer,69,1970,25_29,10981,60.2,6620
Larimer,69,1970,30_34,12560,7.7,975
Larimer,69,1970,35_39,7019,40.2,2825
Larimer,69,1970,40_44,5033,44.3,2233
Larimer,69,1970,45_49,4380,39.5,1733
Larimer,69,1970,50_54,4231,30.8,1305
Larimer,69,1970,55_59,3949,35.5,1403
Larimer,69,1970,60_64,3429,36.1,1241
Larimer,69,1970,65_69,3043,33.5,1020
Larimer,69,1970,70_74,2511,32.1,808
Larimer,69,1980,00_04,13521,4.5,609
Larimer,69,1980,05_09,12882,12.2,1580
Larimer,69,1980,10_14,10482,20,2099
Larimer,69,1980,15_19,10588,38.1,4037
Larimer,69,1980,20_24,11078,66.8,7409
Larimer,69,1980,25_29,14712,9.7,1440
Larimer,69,1980,30_34,21664,-16,-3468
Larimer,69,1980,35_39,17324,1.4,244
Larimer,69,1980,40_44,13297,7.1,954
Larimer,69,1980,45_49,9602,7.3,703
Larimer,69,1980,50_54,6970,6.2,438
Larimer,69,1980,55_59,5764,10,581
Larimer,69,1980,60_64,5033,19.1,963
Larimer,69,1980,65_69,4631,26,1204
Larimer,69,1980,70_74,3721,20.9,779
Larimer,69,1990,00_04,14469,9.6,1401
Larimer,69,1990,05_09,13574,23.3,3169
Larimer,69,1990,10_14,14128,24.1,3412
Larimer,69,1990,15_19,14323,39.8,5705
Larimer,69,1990,20_24,12319,103.6,12772
Larimer,69,1990,25_29,14546,31.8,4628
Larimer,69,1990,30_34,18582,-8.7,-1628
Larimer,69,1990,35_39,16051,22.5,3613
Larimer,69,1990,40_44,17905,20.5,3672
Larimer,69,1990,45_49,17403,14.8,2587
Larimer,69,1990,50_54,14134,11.4,1618
Larimer,69,1990,55_59,10126,11,1123
Larimer,69,1990,60_64,7089,12.9,919
Larimer,69,1990,65_69,5795,17.2,1000
Larimer,69,1990,70_74,5066,17.9,908
Larimer,69,2000,00_04,17422,4.3,753
Larimer,69,2000,05_09,16607,9.5,1587
Larimer,69,2000,10_14,15806,11,1743
Larimer,69,2000,15_19,16668,34.5,5756
Larimer,69,2000,20_24,17379,72.8,12657
Larimer,69,2000,25_29,20117,11.7,2356
Larimer,69,2000,30_34,25204,-20.9,-5286
Larimer,69,2000,35_39,19016,-0.6,-124
Larimer,69,2000,40_44,16898,4.5,769
Larimer,69,2000,45_49,19340,5.6,1091
Larimer,69,2000,50_54,21070,3.7,799
Larimer,69,2000,55_59,19322,3.9,758
Larimer,69,2000,60_64,14778,11,1632
Larimer,69,2000,65_69,10145,14.6,1488
Larimer,69,2000,70_74,6869,16.1,1109
Larimer,69,2010,00_04,16363.55,2.44,399
Larimer,69,2010,05_09,16804.91,13.66,2296
Larimer,69,2010,10_14,18347.63,13.95,2560
Larimer,69,2010,15_19,18371.99,41.22,7573
Larimer,69,2010,20_24,17479.22,108.06,18888
Larimer,69,2010,25_29,22123.63,28.46,6297
Larimer,69,2010,30_34,29323.55,-15.94,-4674
Larimer,69,2010,35_39,22063.65,8.11,1790
Larimer,69,2010,40_44,19671.45,12.08,2376
Larimer,69,2010,45_49,18569.44,9.06,1682
Larimer,69,2010,50_54,17273.46,9.14,1579
Larimer,69,2010,55_59,19762.06,7.67,1516
Larimer,69,2010,60_64,20644.04,8.91,1840
Larimer,69,2010,65_69,18486.7,11.54,2133
Larimer,69,2010,70_74,14598.42,9.81,1433
Las Animas,71,1970,00_04,1097,-1.5,-17
Las Animas,71,1970,05_09,1129,-2.3,-27
Las Animas,71,1970,10_14,1140,-0.6,-7
Las Animas,71,1970,15_19,1404,2.7,38
Las Animas,71,1970,20_24,1607,-20.6,-332
Las Animas,71,1970,25_29,1846,-42.9,-793
Las Animas,71,1970,30_34,1059,-13.3,-141
Las Animas,71,1970,35_39,685,-0.5,-4
Las Animas,71,1970,40_44,565,17.1,97
Las Animas,71,1970,45_49,631,-2.3,-15
Las Animas,71,1970,50_54,768,3.3,26
Las Animas,71,1970,55_59,795,-3.2,-26
Las Animas,71,1970,60_64,874,-4.2,-37
Las Animas,71,1970,65_69,847,1.6,14
Las Animas,71,1970,70_74,727,-5.6,-41
Las Animas,71,1980,00_04,886,3.7,32
Las Animas,71,1980,05_09,1156,-14.1,-164
Las Animas,71,1980,10_14,1076,-1.2,-13
Las Animas,71,1980,15_19,1104,-5,-55
Las Animas,71,1980,20_24,1151,-36.9,-425
Las Animas,71,1980,25_29,1466,-43.7,-641
Las Animas,71,1980,30_34,1284,-31.1,-399
Las Animas,71,1980,35_39,1037,-2.1,-22
Las Animas,71,1980,40_44,900,2.4,21
Las Animas,71,1980,45_49,665,6,40
Las Animas,71,1980,50_54,635,6.5,41
Las Animas,71,1980,55_59,585,10.3,60
Las Animas,71,1980,60_64,716,5.6,40
Las Animas,71,1980,65_69,661,10.1,67
Las Animas,71,1980,70_74,664,1.8,12
Las Animas,71,1990,00_04,805,10.3,83
Las Animas,71,1990,05_09,898,18.9,170
Las Animas,71,1990,10_14,927,21.1,196
Las Animas,71,1990,15_19,990,10,99
Las Animas,71,1990,20_24,1050,-29.5,-310
Las Animas,71,1990,25_29,1052,-31.3,-330
Las Animas,71,1990,30_34,724,10.7,77
Las Animas,71,1990,35_39,800,25.6,205
Las Animas,71,1990,40_44,859,31,267
Las Animas,71,1990,45_49,1003,18.6,186
Las Animas,71,1990,50_54,908,23.7,216
Las Animas,71,1990,55_59,674,28.4,191
Las Animas,71,1990,60_64,628,23.7,149
Las Animas,71,1990,65_69,570,15.5,88
Las Animas,71,1990,70_74,621,10.5,65
Las Animas,71,2000,00_04,935,-2.1,-20
Las Animas,71,2000,05_09,845,6,50
Las Animas,71,2000,10_14,885,0.5,5
Las Animas,71,2000,15_19,1046,1.4,14
Las Animas,71,2000,20_24,1102,-15.7,-174
Las Animas,71,2000,25_29,1090,-20.1,-219
Las Animas,71,2000,30_34,744,4.2,31
Las Animas,71,2000,35_39,721,17.1,123
Las Animas,71,2000,40_44,801,9.5,76
Las Animas,71,2000,45_49,988,13.5,133
Las Animas,71,2000,50_54,1094,15,164
Las Animas,71,2000,55_59,1107,15,166
Las Animas,71,2000,60_64,999,15.4,154
Las Animas,71,2000,65_69,745,13.7,102
Las Animas,71,2000,70_74,636,3.6,23
Las Animas,71,2010,00_04,615.01,2.27,14
Las Animas,71,2010,05_09,675.27,3.81,26
Las Animas,71,2010,10_14,911.82,-11.06,-101
Las Animas,71,2010,15_19,896.21,2.1,19
Las Animas,71,2010,20_24,873.18,-4.95,-43
Las Animas,71,2010,25_29,1034.96,-13.81,-143
Las Animas,71,2010,30_34,900.62,-15.5,-140
Las Animas,71,2010,35_39,846.34,-2.99,-25
Las Animas,71,2010,40_44,742.06,2.01,15
Las Animas,71,2010,45_49,808.95,-4.82,-39
Las Animas,71,2010,50_54,833.35,-1.36,-11
Las Animas,71,2010,55_59,1047.1,-3.35,-35
Las Animas,71,2010,60_64,1142.76,5.97,68
Las Animas,71,2010,65_69,1093.63,8.54,93
Las Animas,71,2010,70_74,962.56,7.94,76
Lincoln,73,1970,00_04,303,0.3,1
Lincoln,73,1970,05_09,316,-12.6,-40
Lincoln,73,1970,10_14,356,-4.2,-15
Lincoln,73,1970,15_19,496,-15.7,-78
Lincoln,73,1970,20_24,536,-34.5,-185
Lincoln,73,1970,25_29,429,-27.5,-118
Lincoln,73,1970,30_34,206,29.1,60
Lincoln,73,1970,35_39,229,13.1,30
Lincoln,73,1970,40_44,261,2.6,7
Lincoln,73,1970,45_49,232,9.9,23
Lincoln,73,1970,50_54,257,-3.1,-8
Lincoln,73,1970,55_59,304,-3.9,-12
Lincoln,73,1970,60_64,288,1.3,4
Lincoln,73,1970,65_69,285,-10.1,-29
Lincoln,73,1970,70_74,199,1,2
Lincoln,73,1980,00_04,360,-0.9,-3
Lincoln,73,1980,05_09,422,-6.9,-29
Lincoln,73,1980,10_14,307,-3.7,-11
Lincoln,73,1980,15_19,278,-9.8,-27
Lincoln,73,1980,20_24,361,-51,-184
Lincoln,73,1980,25_29,422,-20.3,-86
Lincoln,73,1980,30_34,350,5.2,18
Lincoln,73,1980,35_39,306,0.2,0
Lincoln,73,1980,40_44,262,-7,-18
Lincoln,73,1980,45_49,254,3.7,9
Lincoln,73,1980,50_54,259,-8.3,-21
Lincoln,73,1980,55_59,240,1.9,4
Lincoln,73,1980,60_64,224,1.7,4
Lincoln,73,1980,65_69,248,0.2,0
Lincoln,73,1980,70_74,231,-0.3,0
Lincoln,73,1990,00_04,282,12.6,35
Lincoln,73,1990,05_09,275,44.2,121
Lincoln,73,1990,10_14,364,27.1,99
Lincoln,73,1990,15_19,396,4.8,19
Lincoln,73,1990,20_24,295,-0.8,-2
Lincoln,73,1990,25_29,255,62.1,158
Lincoln,73,1990,30_34,174,161.5,281
Lincoln,73,1990,35_39,328,70.3,231
Lincoln,73,1990,40_44,360,66,237
Lincoln,73,1990,45_49,299,49.8,149
Lincoln,73,1990,50_54,235,34.4,81
Lincoln,73,1990,55_59,256,25.4,65
Lincoln,73,1990,60_64,215,12,26
Lincoln,73,1990,65_69,218,6.4,14
Lincoln,73,1990,70_74,184,0.9,1
Lincoln,73,2000,00_04,274,14.4,39
Lincoln,73,2000,05_09,279,3.1,8
Lincoln,73,2000,10_14,315,-7.3,-23
Lincoln,73,2000,15_19,390,-15.5,-60
Lincoln,73,2000,20_24,460,-27.1,-125
Lincoln,73,2000,25_29,417,0.7,3
Lincoln,73,2000,30_34,291,38,111
Lincoln,73,2000,35_39,414,-24.6,-102
Lincoln,73,2000,40_44,459,-16.6,-76
Lincoln,73,2000,45_49,541,-19.3,-104
Lincoln,73,2000,50_54,587,-21.5,-126
Lincoln,73,2000,55_59,430,-23.2,-100
Lincoln,73,2000,60_64,291,-6.5,-19
Lincoln,73,2000,65_69,290,-13.4,-38
Lincoln,73,2000,70_74,203,-5.1,-10
Lincoln,73,2010,00_04,294.97,3.74,11
Lincoln,73,2010,05_09,279.15,14.63,41
Lincoln,73,2010,10_14,318.05,6.59,21
Lincoln,73,2010,15_19,291.11,-1.76,-5
Lincoln,73,2010,20_24,293.02,20.81,61
Lincoln,73,2010,25_29,325.55,39.15,127
Lincoln,73,2010,30_34,329.41,35.39,117
Lincoln,73,2010,35_39,416.36,3.52,15
Lincoln,73,2010,40_44,395.64,-9.77,-39
Lincoln,73,2010,45_49,304.35,0.87,3
Lincoln,73,2010,50_54,372.77,-0.21,-1
Lincoln,73,2010,55_59,421.57,-13.42,-57
Lincoln,73,2010,60_64,439.98,-18.41,-81
Lincoln,73,2010,65_69,293.27,-4.87,-14
Lincoln,73,2010,70_74,234.63,1.86,4
Logan,75,1970,00_04,1606,-0.2,-4
Logan,75,1970,05_09,1498,-2.7,-41
Logan,75,1970,10_14,1489,4.4,67
Logan,75,1970,15_19,1936,13.2,256
Logan,75,1970,20_24,2033,-4.2,-87
Logan,75,1970,25_29,2513,-35.6,-895
Logan,75,1970,30_34,1297,-2,-26
Logan,75,1970,35_39,1034,3.5,37
Logan,75,1970,40_44,983,-3.3,-33
Logan,75,1970,45_49,1035,-5.7,-59
Logan,75,1970,50_54,1035,-0.7,-8
Logan,75,1970,55_59,1021,2.7,28
Logan,75,1970,60_64,876,-5.7,-50
Logan,75,1970,65_69,822,-5.7,-47
Logan,75,1970,70_74,586,2,12
Logan,75,1980,00_04,1266,0,0
Logan,75,1980,05_09,1687,-14.1,-238
Logan,75,1980,10_14,1617,-19.4,-315
Logan,75,1980,15_19,1461,-8,-117
Logan,75,1980,20_24,1592,-41.8,-665
Logan,75,1980,25_29,2239,-43.2,-967
Logan,75,1980,30_34,1959,-25.2,-494
Logan,75,1980,35_39,1612,-17.8,-287
Logan,75,1980,40_44,1255,-11.6,-145
Logan,75,1980,45_49,1047,-8.6,-91
Logan,75,1980,50_54,911,-4.9,-44
Logan,75,1980,55_59,921,-7.1,-66
Logan,75,1980,60_64,925,-3.1,-29
Logan,75,1980,65_69,895,-4.7,-42
Logan,75,1980,70_74,648,-1.5,-9
Logan,75,1990,00_04,1245,7.7,96
Logan,75,1990,05_09,1183,17.7,209
Logan,75,1990,10_14,1271,13.5,172
Logan,75,1990,15_19,1439,20.2,291
Logan,75,1990,20_24,1277,6,77
Logan,75,1990,25_29,1345,-6.4,-86
Logan,75,1990,30_34,929,35.8,332
Logan,75,1990,35_39,1248,30.2,377
Logan,75,1990,40_44,1430,17,244
Logan,75,1990,45_49,1300,13.9,181
Logan,75,1990,50_54,1085,9.9,108
Logan,75,1990,55_59,934,-0.4,-3
Logan,75,1990,60_64,823,3.9,32
Logan,75,1990,65_69,743,1.8,13
Logan,75,1990,70_74,750,-3.3,-25
Logan,75,2000,00_04,1203,1.5,18
Logan,75,2000,05_09,1270,-2.6,-33
Logan,75,2000,10_14,1345,-1.4,-19
Logan,75,2000,15_19,1388,20.4,283
Logan,75,2000,20_24,1444,16.4,237
Logan,75,2000,25_29,1752,1.9,33
Logan,75,2000,30_34,1371,12.2,168
Logan,75,2000,35_39,1260,18.8,237
Logan,75,2000,40_44,1265,12.5,159
Logan,75,2000,45_49,1610,5.1,82
Logan,75,2000,50_54,1639,6.2,102
Logan,75,2000,55_59,1438,2.8,41
Logan,75,2000,60_64,1107,6.9,77
Logan,75,2000,65_69,816,8,65
Logan,75,2000,70_74,694,3.8,27
Logan,75,2010,00_04,1132.05,-5.3,-60
Logan,75,2010,05_09,1125.89,-2.92,-33
Logan,75,2010,10_14,1231.83,-14.44,-178
Logan,75,2010,15_19,1247.18,11.85,148
