county,countyfips,year,value,age,datatype
Huerfano,55,1970,4.6,60_64,migrationrate
Huerfano,55,1970,17,60_64,netmigration
Huerfano,55,1970,335,65_69,expectedpopulation
Huerfano,55,1970,8,65_69,migrationrate
Huerfano,55,1970,27,65_69,netmigration
Huerfano,55,1970,327,70_74,expectedpopulation
Huerfano,55,1970,-2.4,70_74,migrationrate
Huerfano,55,1970,-8,70_74,netmigration
Huerfano,55,1980,368,00_04,expectedpopulation
Huerfano,55,1980,0.3,00_04,migrationrate
Huerfano,55,1980,1,00_04,netmigration
Huerfano,55,1980,434,05_09,expectedpopulation
Huerfano,55,1980,2.4,05_09,migrationrate
Huerfano,55,1980,10,05_09,netmigration
Huerfano,55,1980,484,10_14,expectedpopulation
Huerfano,55,1980,-1.3,10_14,migrationrate
Huerfano,55,1980,-6,10_14,netmigration
Huerfano,55,1980,447,15_19,expectedpopulation
Huerfano,55,1980,-9.4,15_19,migrationrate
Huerfano,55,1980,-42,15_19,netmigration
Huerfano,55,1980,555,20_24,expectedpopulation
Huerfano,55,1980,-57.8,20_24,migrationrate
Huerfano,55,1980,-321,20_24,netmigration
Huerfano,55,1980,615,25_29,expectedpopulation
Huerfano,55,1980,-48.2,25_29,migrationrate
Huerfano,55,1980,-297,25_29,netmigration
Huerfano,55,1980,381,30_34,expectedpopulation
Huerfano,55,1980,4.2,30_34,migrationrate
Huerfano,55,1980,16,30_34,netmigration
Huerfano,55,1980,419,35_39,expectedpopulation
Huerfano,55,1980,5.2,35_39,migrationrate
Huerfano,55,1980,22,35_39,netmigration
Huerfano,55,1980,402,40_44,expectedpopulation
Huerfano,55,1980,-6,40_44,migrationrate
Huerfano,55,1980,-24,40_44,netmigration
Huerfano,55,1980,324,45_49,expectedpopulation
Huerfano,55,1980,9.1,45_49,migrationrate
Huerfano,55,1980,29,45_49,netmigration
Huerfano,55,1980,298,50_54,expectedpopulation
Huerfano,55,1980,3.6,50_54,migrationrate
Huerfano,55,1980,10,50_54,netmigration
Huerfano,55,1980,277,55_59,expectedpopulation
Huerfano,55,1980,7.9,55_59,migrationrate
Huerfano,55,1980,22,55_59,netmigration
Huerfano,55,1980,327,60_64,expectedpopulation
Huerfano,55,1980,16.1,60_64,migrationrate
Huerfano,55,1980,52,60_64,netmigration
Huerfano,55,1980,295,65_69,expectedpopulation
Huerfano,55,1980,23.5,65_69,migrationrate
Huerfano,55,1980,69,65_69,netmigration
Huerfano,55,1980,305,70_74,expectedpopulation
Huerfano,55,1980,5,70_74,migrationrate
Huerfano,55,1980,15,70_74,netmigration
Huerfano,55,1990,318,00_04,expectedpopulation
Huerfano,55,1990,12.6,00_04,migrationrate
Huerfano,55,1990,40,00_04,netmigration
Huerfano,55,1990,310,05_09,expectedpopulation
Huerfano,55,1990,43.5,05_09,migrationrate
Huerfano,55,1990,134,05_09,netmigration
Huerfano,55,1990,371,10_14,expectedpopulation
Huerfano,55,1990,38.1,10_14,migrationrate
Huerfano,55,1990,141,10_14,netmigration
Huerfano,55,1990,441,15_19,expectedpopulation
Huerfano,55,1990,9.1,15_19,migrationrate
Huerfano,55,1990,40,15_19,netmigration
Huerfano,55,1990,473,20_24,expectedpopulation
Huerfano,55,1990,-10.4,20_24,migrationrate
Huerfano,55,1990,-49,20_24,netmigration
Huerfano,55,1990,406,25_29,expectedpopulation
Huerfano,55,1990,9.4,25_29,migrationrate
Huerfano,55,1990,38,25_29,netmigration
Huerfano,55,1990,231,30_34,expectedpopulation
Huerfano,55,1990,94.6,30_34,migrationrate
Huerfano,55,1990,218,30_34,netmigration
Huerfano,55,1990,309,35_39,expectedpopulation
Huerfano,55,1990,88.5,35_39,migrationrate
Huerfano,55,1990,273,35_39,netmigration
Huerfano,55,1990,387,40_44,expectedpopulation
Huerfano,55,1990,76.5,40_44,migrationrate
Huerfano,55,1990,296,40_44,netmigration
Huerfano,55,1990,429,45_49,expectedpopulation
Huerfano,55,1990,45.2,45_49,migrationrate
Huerfano,55,1990,194,45_49,netmigration
Huerfano,55,1990,361,50_54,expectedpopulation
Huerfano,55,1990,60.9,50_54,migrationrate
Huerfano,55,1990,220,50_54,netmigration
Huerfano,55,1990,341,55_59,expectedpopulation
Huerfano,55,1990,53,55_59,migrationrate
Huerfano,55,1990,181,55_59,netmigration
Huerfano,55,1990,290,60_64,expectedpopulation
Huerfano,55,1990,48.3,60_64,migrationrate
Huerfano,55,1990,140,60_64,netmigration
Huerfano,55,1990,261,65_69,expectedpopulation
Huerfano,55,1990,26.9,65_69,migrationrate
Huerfano,55,1990,70,65_69,netmigration
Huerfano,55,1990,290,70_74,expectedpopulation
Huerfano,55,1990,9.9,70_74,migrationrate
Huerfano,55,1990,28,70_74,netmigration
Huerfano,55,2000,253,00_04,expectedpopulation
Huerfano,55,2000,13.8,00_04,migrationrate
Huerfano,55,2000,35,00_04,netmigration
Huerfano,55,2000,367,05_09,expectedpopulation
Huerfano,55,2000,-9.5,05_09,migrationrate
Huerfano,55,2000,-35,05_09,netmigration
Huerfano,55,2000,357,10_14,expectedpopulation
Huerfano,55,2000,-6.9,10_14,migrationrate
Huerfano,55,2000,-24,10_14,netmigration
Huerfano,55,2000,440,15_19,expectedpopulation
Huerfano,55,2000,-9.2,15_19,migrationrate
Huerfano,55,2000,-40,15_19,netmigration
Huerfano,55,2000,505,20_24,expectedpopulation
Huerfano,55,2000,-56.1,20_24,migrationrate
Huerfano,55,2000,-283,20_24,netmigration
Huerfano,55,2000,478,25_29,expectedpopulation
Huerfano,55,2000,-51,25_29,migrationrate
Huerfano,55,2000,-244,25_29,netmigration
Huerfano,55,2000,429,30_34,expectedpopulation
Huerfano,55,2000,-38.1,30_34,migrationrate
Huerfano,55,2000,-164,30_34,netmigration
Huerfano,55,2000,444,35_39,expectedpopulation
Huerfano,55,2000,-40.2,35_39,migrationrate
Huerfano,55,2000,-178,35_39,netmigration
Huerfano,55,2000,451,40_44,expectedpopulation
Huerfano,55,2000,-26,40_44,migrationrate
Huerfano,55,2000,-117,40_44,netmigration
Huerfano,55,2000,584,45_49,expectedpopulation
Huerfano,55,2000,-15.3,45_49,migrationrate
Huerfano,55,2000,-89,45_49,netmigration
Huerfano,55,2000,659,50_54,expectedpopulation
Huerfano,55,2000,-11.7,50_54,migrationrate
Huerfano,55,2000,-77,50_54,netmigration
Huerfano,55,2000,584,55_59,expectedpopulation
Huerfano,55,2000,9.6,55_59,migrationrate
Huerfano,55,2000,56,55_59,netmigration
Huerfano,55,2000,531,60_64,expectedpopulation
Huerfano,55,2000,22.8,60_64,migrationrate
Huerfano,55,2000,121,60_64,netmigration
Huerfano,55,2000,432,65_69,expectedpopulation
Huerfano,55,2000,24.7,65_69,migrationrate
Huerfano,55,2000,107,65_69,netmigration
Huerfano,55,2000,357,70_74,expectedpopulation
Huerfano,55,2000,14.4,70_74,migrationrate
Huerfano,55,2000,51,70_74,netmigration
Huerfano,55,2010,212.9,00_04,expectedpopulation
Huerfano,55,2010,16.96,00_04,migrationrate
Huerfano,55,2010,36,00_04,netmigration
Huerfano,55,2010,246.97,05_09,expectedpopulation
Huerfano,55,2010,28.76,05_09,migrationrate
Huerfano,55,2010,71,05_09,netmigration
Huerfano,55,2010,286.91,10_14,expectedpopulation
Huerfano,55,2010,10.14,10_14,migrationrate
Huerfano,55,2010,29,10_14,netmigration
Huerfano,55,2010,331.47,15_19,expectedpopulation
Huerfano,55,2010,6.49,15_19,migrationrate
Huerfano,55,2010,22,15_19,netmigration
Huerfano,55,2010,328.15,20_24,expectedpopulation
Huerfano,55,2010,-30.52,20_24,migrationrate
Huerfano,55,2010,-100,20_24,netmigration
Huerfano,55,2010,388.27,25_29,expectedpopulation
Huerfano,55,2010,-24.28,25_29,migrationrate
Huerfano,55,2010,-94,25_29,netmigration
Huerfano,55,2010,215.01,30_34,expectedpopulation
Huerfano,55,2010,46.51,30_34,migrationrate
Huerfano,55,2010,100,30_34,netmigration
Huerfano,55,2010,221.88,35_39,expectedpopulation
Huerfano,55,2010,38.82,35_39,migrationrate
Huerfano,55,2010,86,35_39,netmigration
Huerfano,55,2010,253.99,40_44,expectedpopulation
Huerfano,55,2010,27.17,40_44,migrationrate
Huerfano,55,2010,69,40_44,netmigration
Huerfano,55,2010,245.62,45_49,expectedpopulation
Huerfano,55,2010,30.28,45_49,migrationrate
Huerfano,55,2010,74,45_49,netmigration
Huerfano,55,2010,312.7,50_54,expectedpopulation
Huerfano,55,2010,22.48,50_54,migrationrate
Huerfano,55,2010,70,50_54,netmigration
Huerfano,55,2010,453.42,55_59,expectedpopulation
Huerfano,55,2010,20.64,55_59,migrationrate
Huerfano,55,2010,94,55_59,netmigration
Huerfano,55,2010,519.38,60_64,expectedpopulation
Huerfano,55,2010,32.66,60_64,migrationrate
Huerfano,55,2010,170,60_64,netmigration
Huerfano,55,2010,550.63,65_69,expectedpopulation
Huerfano,55,2010,32.94,65_69,migrationrate
Huerfano,55,2010,181,65_69,netmigration
Huerfano,55,2010,558.22,70_74,expectedpopulation
Huerfano,55,2010,3.54,70_74,migrationrate
Huerfano,55,2010,20,70_74,netmigration
Jackson,57,1950,318,00_04,expectedpopulation
Jackson,57,1950,-34.2,00_04,migrationrate
Jackson,57,1950,-109,00_04,netmigration
Jackson,57,1950,236,05_09,expectedpopulation
Jackson,57,1950,-25.8,05_09,migrationrate
Jackson,57,1950,-61,05_09,netmigration
Jackson,57,1950,230,10_14,expectedpopulation
Jackson,57,1950,-25.6,10_14,migrationrate
Jackson,57,1950,-59,10_14,netmigration
Jackson,57,1950,170,15_19,expectedpopulation
Jackson,57,1950,-25.2,15_19,migrationrate
Jackson,57,1950,-43,15_19,netmigration
Jackson,57,1950,162,20_24,expectedpopulation
Jackson,57,1950,-30.8,20_24,migrationrate
Jackson,57,1950,-50,20_24,netmigration
Jackson,57,1950,144,25_29,expectedpopulation
Jackson,57,1950,-18,25_29,migrationrate
Jackson,57,1950,-26,25_29,netmigration
Jackson,57,1950,169,30_34,expectedpopulation
Jackson,57,1950,-22.4,30_34,migrationrate
Jackson,57,1950,-38,30_34,netmigration
Jackson,57,1950,180,35_39,expectedpopulation
Jackson,57,1950,-43.3,35_39,migrationrate
Jackson,57,1950,-78,35_39,netmigration
Jackson,57,1950,141,40_44,expectedpopulation
Jackson,57,1950,-15.6,40_44,migrationrate
Jackson,57,1950,-22,40_44,netmigration
Jackson,57,1950,145,45_49,expectedpopulation
Jackson,57,1950,-22,45_49,migrationrate
Jackson,57,1950,-32,45_49,netmigration
Jackson,57,1950,109,50_54,expectedpopulation
Jackson,57,1950,0,50_54,migrationrate
Jackson,57,1950,0,50_54,netmigration
Jackson,57,1950,116,55_59,expectedpopulation
Jackson,57,1950,-17.2,55_59,migrationrate
Jackson,57,1950,-20,55_59,netmigration
Jackson,57,1950,81,60_64,expectedpopulation
Jackson,57,1950,-13.5,60_64,migrationrate
Jackson,57,1950,-11,60_64,netmigration
Jackson,57,1950,75,65_69,expectedpopulation
Jackson,57,1950,-34.6,65_69,migrationrate
Jackson,57,1950,-26,65_69,netmigration
Jackson,57,1950,71,70_74,expectedpopulation
Jackson,57,1950,-59.1,70_74,migrationrate
Jackson,57,1950,-42,70_74,netmigration
Jackson,57,1960,126,00_04,expectedpopulation
Jackson,57,1960,49.2,00_04,migrationrate
Jackson,57,1960,62,00_04,netmigration
Jackson,57,1960,216,05_09,expectedpopulation
Jackson,57,1960,-17.1,05_09,migrationrate
Jackson,57,1960,-37,05_09,netmigration
Jackson,57,1960,208,10_14,expectedpopulation
Jackson,57,1960,-14.4,10_14,migrationrate
Jackson,57,1960,-30,10_14,netmigration
Jackson,57,1960,178,15_19,expectedpopulation
Jackson,57,1960,-15.1,15_19,migrationrate
Jackson,57,1960,-27,15_19,netmigration
Jackson,57,1960,170,20_24,expectedpopulation
Jackson,57,1960,-17,20_24,migrationrate
Jackson,57,1960,-29,20_24,netmigration
Jackson,57,1960,124,25_29,expectedpopulation
Jackson,57,1960,22.5,25_29,migrationrate
Jackson,57,1960,28,25_29,netmigration
Jackson,57,1960,111,30_34,expectedpopulation
Jackson,57,1960,18.9,30_34,migrationrate
Jackson,57,1960,21,30_34,netmigration
Jackson,57,1960,117,35_39,expectedpopulation
Jackson,57,1960,7.6,35_39,migrationrate
Jackson,57,1960,9,35_39,netmigration
Jackson,57,1960,128,40_44,expectedpopulation
Jackson,57,1960,-20.3,40_44,migrationrate
Jackson,57,1960,-26,40_44,netmigration
Jackson,57,1960,98,45_49,expectedpopulation
Jackson,57,1960,-22.4,45_49,migrationrate
Jackson,57,1960,-22,45_49,netmigration
Jackson,57,1960,112,50_54,expectedpopulation
Jackson,57,1960,-15.1,50_54,migrationrate
Jackson,57,1960,-17,50_54,netmigration
Jackson,57,1960,103,55_59,expectedpopulation
Jackson,57,1960,-8.7,55_59,migrationrate
Jackson,57,1960,-9,55_59,netmigration
Jackson,57,1960,97,60_64,expectedpopulation
Jackson,57,1960,-18.5,60_64,migrationrate
Jackson,57,1960,-18,60_64,netmigration
Jackson,57,1960,77,65_69,expectedpopulation
Jackson,57,1960,-32.4,65_69,migrationrate
Jackson,57,1960,-25,65_69,netmigration
Jackson,57,1960,52,70_74,expectedpopulation
Jackson,57,1960,-46.1,70_74,migrationrate
Jackson,57,1960,-24,70_74,netmigration
Jackson,57,1970,139,00_04,expectedpopulation
Jackson,57,1970,7.1,00_04,migrationrate
Jackson,57,1970,10,00_04,netmigration
Jackson,57,1970,182,05_09,expectedpopulation
Jackson,57,1970,-14.8,05_09,migrationrate
Jackson,57,1970,-27,05_09,netmigration
Jackson,57,1970,193,10_14,expectedpopulation
Jackson,57,1970,-22.2,10_14,migrationrate
Jackson,57,1970,-43,10_14,netmigration
Jackson,57,1970,182,15_19,expectedpopulation
Jackson,57,1970,-6,15_19,migrationrate
Jackson,57,1970,-11,15_19,netmigration
Jackson,57,1970,179,20_24,expectedpopulation
Jackson,57,1970,-10.6,20_24,migrationrate
Jackson,57,1970,-19,20_24,netmigration
Jackson,57,1970,152,25_29,expectedpopulation
Jackson,57,1970,17.1,25_29,migrationrate
Jackson,57,1970,26,25_29,netmigration
Jackson,57,1970,143,30_34,expectedpopulation
Jackson,57,1970,15.3,30_34,migrationrate
Jackson,57,1970,22,30_34,netmigration
Jackson,57,1970,155,35_39,expectedpopulation
Jackson,57,1970,-10.9,35_39,migrationrate
Jackson,57,1970,-17,35_39,netmigration
Jackson,57,1970,133,40_44,expectedpopulation
Jackson,57,1970,-5.2,40_44,migrationrate
Jackson,57,1970,-7,40_44,netmigration
Jackson,57,1970,127,45_49,expectedpopulation
Jackson,57,1970,-18.8,45_49,migrationrate
Jackson,57,1970,-24,45_49,netmigration
Jackson,57,1970,101,50_54,expectedpopulation
Jackson,57,1970,4.9,50_54,migrationrate
Jackson,57,1970,5,50_54,netmigration
Jackson,57,1970,73,55_59,expectedpopulation
Jackson,57,1970,-10.9,55_59,migrationrate
Jackson,57,1970,-8,55_59,netmigration
Jackson,57,1970,87,60_64,expectedpopulation
Jackson,57,1970,-17.2,60_64,migrationrate
Jackson,57,1970,-15,60_64,netmigration
Jackson,57,1970,82,65_69,expectedpopulation
Jackson,57,1970,-39,65_69,migrationrate
Jackson,57,1970,-32,65_69,netmigration
Jackson,57,1970,62,70_74,expectedpopulation
Jackson,57,1970,-29,70_74,migrationrate
Jackson,57,1970,-18,70_74,netmigration
Jackson,57,1980,104,00_04,expectedpopulation
Jackson,57,1980,13,00_04,migrationrate
Jackson,57,1980,13,00_04,netmigration
Jackson,57,1980,135,05_09,expectedpopulation
Jackson,57,1980,-18.5,05_09,migrationrate
Jackson,57,1980,-25,05_09,netmigration
Jackson,57,1980,151,10_14,expectedpopulation
Jackson,57,1980,-18,10_14,migrationrate
Jackson,57,1980,-27,10_14,netmigration
Jackson,57,1980,161,15_19,expectedpopulation
Jackson,57,1980,-41,15_19,migrationrate
Jackson,57,1980,-66,15_19,netmigration
Jackson,57,1980,153,20_24,expectedpopulation
Jackson,57,1980,-38,20_24,migrationrate
Jackson,57,1980,-58,20_24,netmigration
Jackson,57,1980,174,25_29,expectedpopulation
Jackson,57,1980,-33.4,25_29,migrationrate
Jackson,57,1980,-58,25_29,netmigration
Jackson,57,1980,159,30_34,expectedpopulation
Jackson,57,1980,-11.4,30_34,migrationrate
Jackson,57,1980,-18,30_34,netmigration
Jackson,57,1980,178,35_39,expectedpopulation
Jackson,57,1980,-21.9,35_39,migrationrate
Jackson,57,1980,-39,35_39,netmigration
Jackson,57,1980,164,40_44,expectedpopulation
Jackson,57,1980,-22.4,40_44,migrationrate
Jackson,57,1980,-36,40_44,netmigration
Jackson,57,1980,136,45_49,expectedpopulation
Jackson,57,1980,-15.3,45_49,migrationrate
Jackson,57,1980,-20,45_49,netmigration
Jackson,57,1980,122,50_54,expectedpopulation
Jackson,57,1980,-22.2,50_54,migrationrate
Jackson,57,1980,-27,50_54,netmigration
Jackson,57,1980,97,55_59,expectedpopulation
Jackson,57,1980,-12.2,55_59,migrationrate
Jackson,57,1980,-11,55_59,netmigration
Jackson,57,1980,95,60_64,expectedpopulation
Jackson,57,1980,-10.2,60_64,migrationrate
Jackson,57,1980,-9,60_64,netmigration
Jackson,57,1980,55,65_69,expectedpopulation
Jackson,57,1980,-16.5,65_69,migrationrate
Jackson,57,1980,-9,65_69,netmigration
Jackson,57,1980,56,70_74,expectedpopulation
Jackson,57,1980,-14.2,70_74,migrationrate
Jackson,57,1980,-8,70_74,netmigration
Jackson,57,1990,71,00_04,expectedpopulation
Jackson,57,1990,30.3,00_04,migrationrate
Jackson,57,1990,21,00_04,netmigration
Jackson,57,1990,93,05_09,expectedpopulation
Jackson,57,1990,15.7,05_09,migrationrate
Jackson,57,1990,14,05_09,netmigration
Jackson,57,1990,117,10_14,expectedpopulation
Jackson,57,1990,0.4,10_14,migrationrate
Jackson,57,1990,0,10_14,netmigration
Jackson,57,1990,108,15_19,expectedpopulation
Jackson,57,1990,8.9,15_19,migrationrate
Jackson,57,1990,9,15_19,netmigration
Jackson,57,1990,118,20_24,expectedpopulation
Jackson,57,1990,-56.3,20_24,migrationrate
Jackson,57,1990,-66,20_24,netmigration
Jackson,57,1990,94,25_29,expectedpopulation
Jackson,57,1990,-32.5,25_29,migrationrate
Jackson,57,1990,-30,25_29,netmigration
Jackson,57,1990,97,30_34,expectedpopulation
Jackson,57,1990,-2.2,30_34,migrationrate
Jackson,57,1990,-2,30_34,netmigration
Jackson,57,1990,118,35_39,expectedpopulation
Jackson,57,1990,9.9,35_39,migrationrate
Jackson,57,1990,11,35_39,netmigration
Jackson,57,1990,138,40_44,expectedpopulation
Jackson,57,1990,-2.3,40_44,migrationrate
Jackson,57,1990,-3,40_44,netmigration
Jackson,57,1990,136,45_49,expectedpopulation
Jackson,57,1990,6.1,45_49,migrationrate
Jackson,57,1990,8,45_49,netmigration
Jackson,57,1990,127,50_54,expectedpopulation
Jackson,57,1990,-9.7,50_54,migrationrate
Jackson,57,1990,-12,50_54,netmigration
Jackson,57,1990,110,55_59,expectedpopulation
Jackson,57,1990,5.7,55_59,migrationrate
Jackson,57,1990,6,55_59,netmigration
Jackson,57,1990,92,60_64,expectedpopulation
Jackson,57,1990,-8.4,60_64,migrationrate
Jackson,57,1990,-7,60_64,netmigration
Jackson,57,1990,79,65_69,expectedpopulation
Jackson,57,1990,-17.2,65_69,migrationrate
Jackson,57,1990,-13,65_69,netmigration
Jackson,57,1990,68,70_74,expectedpopulation
Jackson,57,1990,-11.7,70_74,migrationrate
Jackson,57,1990,-8,70_74,netmigration
Jackson,57,2000,47,00_04,expectedpopulation
Jackson,57,2000,36.1,00_04,migrationrate
Jackson,57,2000,17,00_04,netmigration
Jackson,57,2000,67,05_09,expectedpopulation
Jackson,57,2000,14.5,05_09,migrationrate
Jackson,57,2000,9,05_09,netmigration
Jackson,57,2000,92,10_14,expectedpopulation
Jackson,57,2000,-10.1,10_14,migrationrate
Jackson,57,2000,-9,10_14,netmigration
Jackson,57,2000,106,15_19,expectedpopulation
Jackson,57,2000,-35.8,15_19,migrationrate
Jackson,57,2000,-38,15_19,netmigration
Jackson,57,2000,115,20_24,expectedpopulation
Jackson,57,2000,-44.1,20_24,migrationrate
Jackson,57,2000,-50,20_24,netmigration
Jackson,57,2000,119,25_29,expectedpopulation
Jackson,57,2000,-44.1,25_29,migrationrate
Jackson,57,2000,-52,25_29,netmigration
Jackson,57,2000,51,30_34,expectedpopulation
Jackson,57,2000,36.6,30_34,migrationrate
Jackson,57,2000,18,30_34,netmigration
Jackson,57,2000,61,35_39,expectedpopulation
Jackson,57,2000,23.7,35_39,migrationrate
Jackson,57,2000,14,35_39,netmigration
Jackson,57,2000,91,40_44,expectedpopulation
Jackson,57,2000,-5.9,40_44,migrationrate
Jackson,57,2000,-5,40_44,netmigration
Jackson,57,2000,130,45_49,expectedpopulation
Jackson,57,2000,-7.7,45_49,migrationrate
Jackson,57,2000,-10,45_49,netmigration
Jackson,57,2000,131,50_54,expectedpopulation
Jackson,57,2000,7.5,50_54,migrationrate
Jackson,57,2000,9,50_54,netmigration
Jackson,57,2000,135,55_59,expectedpopulation
Jackson,57,2000,-8.4,55_59,migrationrate
Jackson,57,2000,-11,55_59,netmigration
Jackson,57,2000,103,60_64,expectedpopulation
Jackson,57,2000,-8.6,60_64,migrationrate
Jackson,57,2000,-8,60_64,netmigration
Jackson,57,2000,104,65_69,expectedpopulation
Jackson,57,2000,-6.3,65_69,migrationrate
Jackson,57,2000,-6,65_69,netmigration
Jackson,57,2000,66,70_74,expectedpopulation
Jackson,57,2000,-19.1,70_74,migrationrate
Jackson,57,2000,-12,70_74,netmigration
Jackson,57,2010,63.92,00_04,expectedpopulation
Jackson,57,2010,7.94,00_04,migrationrate
Jackson,57,2010,5,00_04,netmigration
Jackson,57,2010,53.97,05_09,expectedpopulation
Jackson,57,2010,25.99,05_09,migrationrate
Jackson,57,2010,14,05_09,netmigration
Jackson,57,2010,64.94,10_14,expectedpopulation
Jackson,57,2010,7.8,10_14,migrationrate
Jackson,57,2010,5,10_14,netmigration
Jackson,57,2010,77.62,15_19,expectedpopulation
Jackson,57,2010,-26.56,15_19,migrationrate
Jackson,57,2010,-21,15_19,netmigration
Jackson,57,2010,83.16,20_24,expectedpopulation
Jackson,57,2010,-38.67,20_24,migrationrate
Jackson,57,2010,-32,20_24,netmigration
Jackson,57,2010,67.6,25_29,expectedpopulation
Jackson,57,2010,-15.68,25_29,migrationrate
Jackson,57,2010,-11,25_29,netmigration
Jackson,57,2010,61.79,30_34,expectedpopulation
Jackson,57,2010,56.97,30_34,migrationrate
Jackson,57,2010,35,30_34,netmigration
Jackson,57,2010,65.56,35_39,expectedpopulation
Jackson,57,2010,18.98,35_39,migrationrate
Jackson,57,2010,12,35_39,netmigration
Jackson,57,2010,69.87,40_44,expectedpopulation
Jackson,57,2010,31.67,40_44,migrationrate
Jackson,57,2010,22,40_44,netmigration
Jackson,57,2010,73.19,45_49,expectedpopulation
Jackson,57,2010,32.53,45_49,migrationrate
Jackson,57,2010,24,45_49,netmigration
Jackson,57,2010,84.18,50_54,expectedpopulation
Jackson,57,2010,3.35,50_54,migrationrate
Jackson,57,2010,3,50_54,netmigration
Jackson,57,2010,117.56,55_59,expectedpopulation
Jackson,57,2010,-5.58,55_59,migrationrate
Jackson,57,2010,-7,55_59,netmigration
Jackson,57,2010,136.78,60_64,expectedpopulation
Jackson,57,2010,-13.73,60_64,migrationrate
Jackson,57,2010,-19,60_64,netmigration
Jackson,57,2010,112.17,65_69,expectedpopulation
Jackson,57,2010,7.87,65_69,migrationrate
Jackson,57,2010,9,65_69,netmigration
Jackson,57,2010,80.83,70_74,expectedpopulation
Jackson,57,2010,0.22,70_74,migrationrate
Jackson,57,2010,0,70_74,netmigration
Jefferson,59,1950,3046,00_04,netmigration
Jefferson,59,1950,6624,05_09,netmigration
Jefferson,59,1950,6655,10_14,netmigration
Jefferson,59,1950,3954,15_19,netmigration
Jefferson,59,1950,2554,20_24,netmigration
Jefferson,59,1950,4164,25_29,netmigration
Jefferson,59,1950,6082,30_34,netmigration
Jefferson,59,1950,6139,35_39,netmigration
Jefferson,59,1950,4990,40_44,netmigration
Jefferson,59,1950,3564,45_49,netmigration
Jefferson,59,1950,2633,50_54,netmigration
Jefferson,59,1950,1622,55_59,netmigration
Jefferson,59,1950,1086,60_64,netmigration
Jefferson,59,1950,819,65_69,netmigration
Jefferson,59,1950,604,70_74,netmigration
Jefferson,59,1960,2933,00_04,netmigration
Jefferson,59,1960,8548,05_09,netmigration
Jefferson,59,1960,12643,10_14,netmigration
Jefferson,59,1960,6500,15_19,netmigration
Jefferson,59,1960,1291,20_24,netmigration
Jefferson,59,1960,8435,25_29,netmigration
Jefferson,59,1960,10581,30_34,netmigration
Jefferson,59,1960,8565,35_39,netmigration
Jefferson,59,1960,6783,40_44,netmigration
Jefferson,59,1960,5132,45_49,netmigration
Jefferson,59,1960,2997,50_54,netmigration
Jefferson,59,1960,1678,55_59,netmigration
Jefferson,59,1960,993,60_64,netmigration
Jefferson,59,1960,663,65_69,netmigration
Jefferson,59,1960,579,70_74,netmigration
Jefferson,59,1970,24007,00_04,expectedpopulation
Jefferson,59,1970,10.5,00_04,migrationrate
Jefferson,59,1970,2530,00_04,netmigration
Jefferson,59,1970,20213,05_09,expectedpopulation
Jefferson,59,1970,46.9,05_09,migrationrate
Jefferson,59,1970,9499,05_09,netmigration
Jefferson,59,1970,21116,10_14,expectedpopulation
Jefferson,59,1970,60.4,10_14,migrationrate
Jefferson,59,1970,12773,10_14,netmigration
Jefferson,59,1970,27686,15_19,expectedpopulation
Jefferson,59,1970,25.7,15_19,migrationrate
Jefferson,59,1970,7123,15_19,netmigration
Jefferson,59,1970,28234,20_24,expectedpopulation
Jefferson,59,1970,10.7,20_24,migrationrate
Jefferson,59,1970,3042,20_24,netmigration
Jefferson,59,1970,21528,25_29,expectedpopulation
Jefferson,59,1970,71.8,25_29,migrationrate
Jefferson,59,1970,15476,25_29,netmigration
Jefferson,59,1970,14473,30_34,expectedpopulation
Jefferson,59,1970,165.8,30_34,migrationrate
Jefferson,59,1970,24001,30_34,netmigration
Jefferson,59,1970,17666,35_39,expectedpopulation
Jefferson,59,1970,73.3,35_39,migrationrate
Jefferson,59,1970,12964,35_39,netmigration
Jefferson,59,1970,17429,40_44,expectedpopulation
Jefferson,59,1970,38,40_44,migrationrate
Jefferson,59,1970,6632,40_44,netmigration
Jefferson,59,1970,16487,45_49,expectedpopulation
Jefferson,59,1970,24.4,45_49,migrationrate
Jefferson,59,1970,4027,45_49,netmigration
Jefferson,59,1970,16025,50_54,expectedpopulation
Jefferson,59,1970,15.6,50_54,migrationrate
Jefferson,59,1970,2505,50_54,netmigration
Jefferson,59,1970,14812,55_59,expectedpopulation
Jefferson,59,1970,9.8,55_59,migrationrate
Jefferson,59,1970,1455,55_59,netmigration
Jefferson,59,1970,11139,60_64,expectedpopulation
Jefferson,59,1970,5,60_64,migrationrate
Jefferson,59,1970,558,60_64,netmigration
Jefferson,59,1970,7694,65_69,expectedpopulation
Jefferson,59,1970,6.4,65_69,migrationrate
Jefferson,59,1970,497,65_69,netmigration
Jefferson,59,1970,5192,70_74,expectedpopulation
Jefferson,59,1970,8.2,70_74,migrationrate
Jefferson,59,1970,430,70_74,netmigration
Jefferson,59,1980,32851,00_04,expectedpopulation
Jefferson,59,1980,5.6,00_04,migrationrate
Jefferson,59,1980,1868,00_04,netmigration
Jefferson,59,1980,30810,05_09,expectedpopulation
Jefferson,59,1980,12.4,05_09,migrationrate
Jefferson,59,1980,3822,05_09,netmigration
Jefferson,59,1980,26649,10_14,expectedpopulation
Jefferson,59,1980,16.7,10_14,migrationrate
Jefferson,59,1980,4472,10_14,netmigration
